,Esta es una base de datos que describe las operaciones inmobiliarias de una empresa,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1497,1497,2005-06-18 00:00:00,Piso,Venta,Tarragona,175,880075,2005-12-15 00:00:00,Jesús
1498,1498,2005-06-18 00:00:00,Casa,Alquiler,Girona,55,256630,2005-10-23 00:00:00,María
1499,1499,2005-06-19 00:00:00,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10 00:00:00,Luisa
1500,1500,2005-06-20 00:00:00,Industrial,Venta,Lleida,125,595750,2006-03-30 00:00:00,Joaquín
1501,1501,2005-06-21 00:00:00,Suelo,Venta,Lleida,52,317044,2006-04-16 00:00:00,Jesús
1502,1502,2005-06-21 00:00:00,Industrial,Venta,Girona,120,1175160,2005-11-28 00:00:00,Carmen
1503,1503,2005-06-21 00:00:00,Industrial,Alquiler,Lleida,157,977011,2006-03-03 00:00:00,Carmen
1504,1504,2005-06-21 00:00:00,Industrial,Venta,Girona,190,778430,2005-11-14 00:00:00,Joaquín
1505,1505,2005-06-22 00:00:00,Suelo,Venta,Tarragona,47,220148,2006-06-14 00:00:00,Jesús
1506,1506,2005-06-22 00:00:00,Suelo,Alquiler,Girona,256,2512640,2006-03-16 00:00:00,Jesús
1507,1507,2005-06-22 00:00:00,Parking,Venta,Tarragona,118,716260,2006-04-04 00:00:00,Luisa
1508,1508,2005-06-22 00:00:00,Casa,Venta,Girona,274,2594780,2006-02-23 00:00:00,María
1509,1509,2005-06-22 00:00:00,Piso,Venta,Girona,244,2180628,2006-02-05 00:00:00,Pedro
1510,1510,2005-06-22 00:00:00,Parking,Venta,Tarragona,163,763329,2006-02-05 00:00:00,Joaquín
1511,1511,2005-06-23 00:00:00,Piso,Venta,Lleida,213,1587063,2006-02-02 00:00:00,Carmen
1512,1512,2005-06-23 00:00:00,Casa,Alquiler,Girona,261,2419209,2006-05-25 00:00:00,María
1513,1513,2005-06-24 00:00:00,Piso,Venta,Lleida,199,987040,2006-01-11 00:00:00,Luisa
1514,1514,2005-06-24 00:00:00,Suelo,Alquiler,Girona,110,781000,2006-02-25 00:00:00,María
1515,1515,2005-06-26 00:00:00,Piso,Alquiler,Lleida,200,1689000,2005-09-30 00:00:00,Luisa
1516,1516,2005-06-27 00:00:00,Industrial,Venta,Lleida,182,805714,2006-03-20 00:00:00,Carmen
1517,1517,2005-06-28 00:00:00,Suelo,Alquiler,Girona,139,1217501,2005-11-20 00:00:00,Joaquín
1518,1518,2005-06-28 00:00:00,Local,Alquiler,Girona,151,1456999,2005-10-01 00:00:00,Carmen
1519,1519,2005-06-28 00:00:00,Piso,Venta,Lleida,74,659858,2006-05-27 00:00:00,Carmen
1520,1520,2005-06-28 00:00:00,Local,Venta,Lleida,175,999950,2005-10-30 00:00:00,Carmen
1521,1521,2005-06-29 00:00:00,Casa,Alquiler,Barcelona,53,399143,2005-11-08 00:00:00,Jesús
1522,1522,2005-06-29 00:00:00,Suelo,Venta,Barcelona,40,306120,2005-11-24 00:00:00,Carmen
1523,1523,2005-06-29 00:00:00,Local,Venta,Lleida,158,1454232,2006-01-24 00:00:00,Pedro
1524,1524,2005-06-29 00:00:00,Piso,Alquiler,Tarragona,134,880380,2005-12-11 00:00:00,María
1525,1525,2005-06-30 00:00:00,Local,Venta,Tarragona,252,2283372,2006-02-12 00:00:00,Carmen
1526,1526,2005-06-30 00:00:00,Oficina,Venta,Girona,68,586908,2006-05-28 00:00:00,Luisa
1527,1527,2005-06-30 00:00:00,Parking,Venta,Tarragona,50,400600,2005-10-02 00:00:00,María
1528,1528,2005-06-30 00:00:00,Oficina,Alquiler,Girona,204,1132608,2005-11-12 00:00:00,María
1529,1529,2005-06-30 00:00:00,Oficina,Alquiler,Girona,185,1257075,2006-06-06 00:00:00,María
1530,1530,2005-06-30 00:00:00,Piso,Alquiler,Tarragona,69,480240,2006-06-07 00:00:00,Jesús
1531,1531,2005-07-01 00:00:00,Local,Venta,Lleida,251,2325766,2005-10-20 00:00:00,Joaquín
1532,1532,2005-07-01 00:00:00,Piso,Alquiler,Girona,260,1542580,2006-05-03 00:00:00,Luisa
1533,1533,2005-07-01 00:00:00,Local,Alquiler,Girona,71,540452,2006-01-24 00:00:00,Jesús
1534,1534,2005-07-02 00:00:00,Local,Alquiler,Barcelona,217,1742293,2006-04-13 00:00:00,Pedro
1535,1535,2005-07-04 00:00:00,Suelo,Venta,Tarragona,68,456756,2005-11-20 00:00:00,Pedro
1536,1536,2005-07-04 00:00:00,Parking,Venta,Girona,43,361759,2005-12-01 00:00:00,Jesús
1537,1537,2005-07-04 00:00:00,Piso,Venta,Barcelona,197,1035826,2006-05-27 00:00:00,Jesús
1538,1538,2005-07-04 00:00:00,Industrial,Alquiler,Girona,161,1405852,2006-05-14 00:00:00,Pedro
1539,1539,2005-07-04 00:00:00,Oficina,Venta,Tarragona,103,850368,2005-10-30 00:00:00,Carmen
1540,1540,2005-07-05 00:00:00,Suelo,Alquiler,Tarragona,227,2223919,2005-11-19 00:00:00,Joaquín
1541,1541,2005-07-06 00:00:00,Local,Venta,Lleida,124,1045816,2006-03-12 00:00:00,Carmen
1542,1542,2005-07-06 00:00:00,Industrial,Venta,Tarragona,243,2401083,2006-04-08 00:00:00,Joaquín
1543,1543,2005-07-06 00:00:00,Oficina,Venta,Girona,53,381494,2005-12-27 00:00:00,Luisa
1544,1544,2005-07-06 00:00:00,Parking,Venta,Lleida,199,1573493,2006-07-02 00:00:00,Luisa
1545,1545,2005-07-06 00:00:00,Oficina,Venta,Lleida,88,866008,2006-06-23 00:00:00,Pedro
1546,1546,2005-07-07 00:00:00,Piso,Alquiler,Girona,135,1294110,2006-03-08 00:00:00,Jesús
1547,1547,2005-07-07 00:00:00,Piso,Venta,Barcelona,214,1258534,2006-01-27 00:00:00,María
1548,1548,2005-07-08 00:00:00,Casa,Alquiler,Barcelona,45,330885,2006-04-16 00:00:00,Jesús
1549,1549,2005-07-08 00:00:00,Oficina,Alquiler,Tarragona,59,519259,2005-10-30 00:00:00,María
1550,1550,2005-07-09 00:00:00,Piso,Alquiler,Barcelona,176,804144,2005-11-24 00:00:00,María
1551,1551,2005-07-09 00:00:00,Suelo,Alquiler,Girona,167,944385,2006-02-15 00:00:00,Carmen
1552,1552,2005-07-10 00:00:00,Parking,Venta,Barcelona,108,436428,2006-04-28 00:00:00,Jesús
1553,1553,2005-07-11 00:00:00,Piso,Alquiler,Barcelona,130,859040,2005-11-06 00:00:00,Joaquín
1554,1554,2005-07-11 00:00:00,Suelo,Venta,Barcelona,63,618786,2006-07-07 00:00:00,Luisa
1555,1555,2005-07-12 00:00:00,Suelo,Alquiler,Barcelona,132,708840,2005-11-03 00:00:00,Luisa
1556,1556,2005-07-12 00:00:00,Piso,Alquiler,Tarragona,183,1388238,2006-06-13 00:00:00,Joaquín
1557,1557,2005-07-12 00:00:00,Local,Venta,Barcelona,159,1582845,2006-04-15 00:00:00,Pedro
1558,1558,2005-07-13 00:00:00,Suelo,Alquiler,Tarragona,163,830648,2005-10-30 00:00:00,Joaquín
1559,1559,2005-07-13 00:00:00,Piso,Alquiler,Girona,138,824688,2006-05-16 00:00:00,Joaquín
1560,1560,2005-07-14 00:00:00,Casa,Alquiler,Girona,177,1074921,2005-10-25 00:00:00,Luisa
1561,1561,2005-07-15 00:00:00,Casa,Alquiler,Barcelona,291,1823406,2006-05-02 00:00:00,Pedro
1562,1562,2005-07-15 00:00:00,Local,Venta,Girona,74,583638,2005-10-17 00:00:00,Luisa
1563,1563,2005-07-15 00:00:00,Suelo,Venta,Girona,206,1881810,2006-07-10 00:00:00,Joaquín
1564,1564,2005-07-15 00:00:00,Parking,Venta,Lleida,240,1983840,2005-10-18 00:00:00,Pedro
1565,1565,2005-07-16 00:00:00,Piso,Venta,Tarragona,80,533840,2006-05-29 00:00:00,Luisa
1566,1566,2005-07-16 00:00:00,Piso,Alquiler,Lleida,140,706440,2006-06-02 00:00:00,Pedro
1567,1567,2005-07-16 00:00:00,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13 00:00:00,Jesús
1568,1568,2005-07-17 00:00:00,Piso,Alquiler,Lleida,210,2005080,2006-04-25 00:00:00,Pedro
1569,1569,2005-07-17 00:00:00,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27 00:00:00,María
1570,1570,2005-07-17 00:00:00,Parking,Alquiler,Barcelona,67,347931,2006-04-28 00:00:00,Pedro
1571,1571,2005-07-18 00:00:00,Casa,Venta,Barcelona,127,583692,2006-01-11 00:00:00,Carmen
1572,1572,2005-07-18 00:00:00,Local,Alquiler,Barcelona,300,1716300,2006-04-21 00:00:00,María
1573,1573,2005-07-18 00:00:00,Local,Venta,Barcelona,202,1271388,2006-01-10 00:00:00,Joaquín
1574,1574,2005-07-18 00:00:00,Piso,Alquiler,Barcelona,203,1699719,2006-01-10 00:00:00,Jesús
1575,1575,2005-07-19 00:00:00,Industrial,Venta,Barcelona,275,1620575,2006-02-18 00:00:00,Joaquín
1576,1576,2005-07-20 00:00:00,Piso,Alquiler,Lleida,298,2207286,2006-07-09 00:00:00,Pedro
1577,1577,2005-07-20 00:00:00,Piso,Alquiler,Tarragona,288,1186560,2005-11-05 00:00:00,Luisa
1578,1578,2005-07-20 00:00:00,Local,Venta,Girona,178,1723040,2006-04-05 00:00:00,Jesús
1579,1579,2005-07-20 00:00:00,Suelo,Venta,Tarragona,141,1207101,2006-02-20 00:00:00,María
1580,1580,2005-07-21 00:00:00,Piso,Venta,Tarragona,110,786830,2005-11-18 00:00:00,Carmen
1581,1581,2005-07-21 00:00:00,Suelo,Alquiler,Tarragona,233,2224917,2005-10-27 00:00:00,Jesús
1582,1582,2005-07-21 00:00:00,Parking,Alquiler,Lleida,297,2463021,2006-03-13 00:00:00,María
1583,1583,2005-07-22 00:00:00,Suelo,Alquiler,Girona,300,1832100,2006-05-02 00:00:00,Carmen
1584,1584,2005-07-22 00:00:00,Industrial,Venta,Girona,191,916418,2006-02-19 00:00:00,Luisa
1585,1585,2005-07-22 00:00:00,Casa,Venta,Girona,203,1026774,2006-07-04 00:00:00,Pedro
1586,1586,2005-07-22 00:00:00,Industrial,Venta,Tarragona,291,1447434,2006-02-02 00:00:00,María
1587,1587,2005-07-23 00:00:00,Parking,Venta,Lleida,101,478639,2006-01-07 00:00:00,Joaquín
1588,1588,2005-07-23 00:00:00,Local,Alquiler,Girona,245,2170945,2006-05-14 00:00:00,Jesús
1589,1589,2005-07-23 00:00:00,Casa,Venta,Lleida,287,1607487,2005-11-01 00:00:00,Carmen
1590,1590,2005-07-23 00:00:00,Suelo,Venta,Lleida,142,682168,2006-05-25 00:00:00,Jesús
1591,1591,2005-07-24 00:00:00,Parking,Venta,Tarragona,255,1627920,2006-03-12 00:00:00,Jesús
1592,1592,2005-07-24 00:00:00,Parking,Venta,Barcelona,207,1107864,2006-05-15 00:00:00,Luisa
1593,1593,2005-07-24 00:00:00,Casa,Alquiler,Tarragona,77,562947,2005-10-25 00:00:00,Luisa
1594,1594,2005-07-25 00:00:00,Local,Venta,Girona,80,568880,2005-10-29 00:00:00,Carmen
1595,1595,2005-07-25 00:00:00,Parking,Venta,Lleida,96,645408,2006-05-27 00:00:00,Luisa
1596,1596,2005-07-25 00:00:00,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26 00:00:00,María
1597,1597,2005-07-26 00:00:00,Parking,Venta,Lleida,256,1656064,2006-02-02 00:00:00,Pedro
1598,1598,2005-07-26 00:00:00,Industrial,Alquiler,Girona,167,1606206,2005-12-11 00:00:00,Joaquín
1599,1599,2005-07-26 00:00:00,Suelo,Alquiler,Girona,245,1311730,2006-01-06 00:00:00,Pedro
1600,1600,2005-07-27 00:00:00,Oficina,Alquiler,Lleida,114,764370,2006-02-24 00:00:00,Carmen
1601,1601,2005-07-28 00:00:00,Industrial,Venta,Lleida,136,1309544,2005-11-19 00:00:00,Joaquín
1602,1602,2005-07-28 00:00:00,Local,Alquiler,Tarragona,115,756355,2006-02-16 00:00:00,Pedro
1603,1603,2005-07-28 00:00:00,Piso,Alquiler,Barcelona,165,687720,2006-02-20 00:00:00,Carmen
1604,1604,2005-07-29 00:00:00,Suelo,Venta,Tarragona,132,807048,2005-10-31 00:00:00,Carmen
1605,1605,2005-07-30 00:00:00,Casa,Alquiler,Barcelona,260,1301560,2005-12-29 00:00:00,Carmen
1606,1606,2005-07-31 00:00:00,Piso,Alquiler,Barcelona,211,1951328,2006-01-03 00:00:00,Luisa
1607,1607,2005-07-31 00:00:00,Parking,Alquiler,Lleida,106,437674,2005-12-08 00:00:00,Luisa
1608,1608,2005-08-01 00:00:00,Oficina,Venta,Barcelona,139,740731,2006-03-14 00:00:00,María
1609,1609,2005-08-01 00:00:00,Local,Alquiler,Lleida,95,563255,2005-11-08 00:00:00,Jesús
1610,1610,2005-08-01 00:00:00,Piso,Venta,Lleida,245,2292465,2006-06-10 00:00:00,Carmen
1611,1611,2005-08-02 00:00:00,Suelo,Alquiler,Tarragona,71,692037,2006-06-02 00:00:00,Joaquín
1612,1612,2005-08-03 00:00:00,Oficina,Venta,Lleida,275,2110900,2006-07-24 00:00:00,Pedro
1613,1613,2005-08-03 00:00:00,Industrial,Alquiler,Girona,84,690396,2006-02-08 00:00:00,Carmen
1614,1614,2005-08-03 00:00:00,Suelo,Alquiler,Tarragona,152,960032,2006-04-11 00:00:00,Luisa
1615,1615,2005-08-03 00:00:00,Oficina,Venta,Girona,64,399488,2005-12-07 00:00:00,Jesús
1616,1616,2005-08-03 00:00:00,Oficina,Alquiler,Lleida,126,757260,2006-07-23 00:00:00,Pedro
1617,1617,2005-08-03 00:00:00,Piso,Alquiler,Lleida,86,685592,2006-04-29 00:00:00,Pedro
1618,1618,2005-08-04 00:00:00,Local,Alquiler,Tarragona,135,990360,2005-12-03 00:00:00,Joaquín
1619,1619,2005-08-04 00:00:00,Casa,Alquiler,Girona,222,1477410,2006-05-06 00:00:00,María
1620,1620,2005-08-04 00:00:00,Parking,Alquiler,Girona,56,375592,2006-02-20 00:00:00,Jesús
1621,1621,2005-08-04 00:00:00,Casa,Venta,Girona,286,1658800,2005-11-27 00:00:00,María
1622,1622,2005-08-04 00:00:00,Industrial,Venta,Tarragona,233,1782683,2006-07-28 00:00:00,Pedro
1623,1623,2005-08-04 00:00:00,Industrial,Alquiler,Barcelona,47,286747,2006-06-10 00:00:00,Joaquín
1624,1624,2005-08-04 00:00:00,Oficina,Alquiler,Tarragona,59,281548,2006-07-22 00:00:00,Jesús
1625,1625,2005-08-05 00:00:00,Oficina,Alquiler,Lleida,73,328646,2006-02-01 00:00:00,Carmen
1626,1626,2005-08-05 00:00:00,Local,Venta,Barcelona,188,1209216,2006-03-14 00:00:00,María
1627,1627,2005-08-06 00:00:00,Parking,Venta,Barcelona,245,1202705,2005-12-10 00:00:00,Jesús
1628,1628,2005-08-06 00:00:00,Parking,Venta,Girona,297,2440449,2006-08-03 00:00:00,Carmen
1629,1629,2005-08-06 00:00:00,Parking,Alquiler,Lleida,99,942579,2006-03-03 00:00:00,María
1630,1630,2005-08-06 00:00:00,Suelo,Alquiler,Tarragona,69,349623,2006-05-06 00:00:00,Joaquín
1631,1631,2005-08-07 00:00:00,Local,Alquiler,Barcelona,300,1900200,2005-12-09 00:00:00,Pedro
1632,1632,2005-08-07 00:00:00,Oficina,Alquiler,Tarragona,48,404352,2006-02-25 00:00:00,Joaquín
1633,1633,2005-08-07 00:00:00,Suelo,Venta,Lleida,201,1522977,2005-11-24 00:00:00,Carmen
1634,1634,2005-08-07 00:00:00,Industrial,Venta,Girona,92,739864,2006-01-28 00:00:00,Luisa
1635,1635,2005-08-08 00:00:00,Piso,Alquiler,Barcelona,250,1669250,2006-01-04 00:00:00,María
1636,1636,2005-08-08 00:00:00,Suelo,Venta,Girona,224,1448384,2005-12-20 00:00:00,Joaquín
1637,1637,2005-08-08 00:00:00,Parking,Venta,Barcelona,112,829808,2006-03-29 00:00:00,Joaquín
1638,1638,2005-08-08 00:00:00,Piso,Venta,Girona,184,1156808,2006-04-26 00:00:00,Carmen
1639,1639,2005-08-09 00:00:00,Parking,Venta,Lleida,300,2155200,2006-08-05 00:00:00,Jesús
1640,1640,2005-08-09 00:00:00,Parking,Alquiler,Tarragona,162,1297134,2006-02-14 00:00:00,María
1641,1641,2005-08-09 00:00:00,Oficina,Alquiler,Lleida,93,552513,2006-01-29 00:00:00,Pedro
1642,1642,2005-08-10 00:00:00,Industrial,Venta,Lleida,276,2667816,2005-12-16 00:00:00,Joaquín
1643,1643,2005-08-10 00:00:00,Piso,Alquiler,Tarragona,130,1246050,2005-11-27 00:00:00,Luisa
1644,1644,2005-08-10 00:00:00,Local,Venta,Barcelona,269,2384954,2006-02-12 00:00:00,María
1645,1645,2005-08-10 00:00:00,Casa,Alquiler,Girona,133,958132,2006-06-04 00:00:00,Pedro
1646,1646,2005-08-11 00:00:00,Parking,Venta,Girona,184,1147608,2006-06-29 00:00:00,Luisa
1647,1647,2005-08-12 00:00:00,Local,Venta,Tarragona,297,2888325,2005-11-27 00:00:00,Pedro
1648,1648,2005-08-12 00:00:00,Casa,Venta,Tarragona,118,545986,2006-02-27 00:00:00,Pedro
1649,1649,2005-08-14 00:00:00,Local,Venta,Barcelona,119,906780,2005-11-21 00:00:00,Carmen
1650,1650,2005-08-14 00:00:00,Casa,Alquiler,Tarragona,57,293037,2005-11-27 00:00:00,Carmen
1651,1651,2005-08-14 00:00:00,Parking,Venta,Lleida,77,592823,2006-03-25 00:00:00,Pedro
1652,1652,2005-08-15 00:00:00,Casa,Alquiler,Girona,63,601398,2006-03-01 00:00:00,Carmen
1653,1653,2005-08-15 00:00:00,Piso,Alquiler,Lleida,159,761928,2006-02-05 00:00:00,Carmen
1654,1654,2005-08-15 00:00:00,Oficina,Alquiler,Lleida,137,804327,2005-12-17 00:00:00,Joaquín
1655,1655,2005-08-15 00:00:00,Local,Alquiler,Barcelona,82,375232,2006-05-22 00:00:00,Jesús
1656,1656,2005-08-15 00:00:00,Oficina,Alquiler,Lleida,79,411669,2006-08-04 00:00:00,Pedro
1657,1657,2005-08-16 00:00:00,Casa,Alquiler,Barcelona,89,358670,2006-02-19 00:00:00,Luisa
1658,1658,2005-08-16 00:00:00,Parking,Alquiler,Barcelona,232,1643256,2006-02-22 00:00:00,María
1659,1659,2005-08-16 00:00:00,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01 00:00:00,Joaquín
1660,1660,2005-08-16 00:00:00,Suelo,Alquiler,Lleida,212,1926868,2005-11-24 00:00:00,Carmen
1661,1661,2005-08-17 00:00:00,Oficina,Venta,Barcelona,58,509356,2006-05-20 00:00:00,Luisa
1662,1662,2005-08-17 00:00:00,Piso,Venta,Lleida,167,1423007,2006-04-08 00:00:00,Carmen
1663,1663,2005-08-18 00:00:00,Parking,Alquiler,Barcelona,224,986048,2006-02-10 00:00:00,María
1664,1664,2005-08-19 00:00:00,Oficina,Venta,Girona,272,2233120,2005-12-13 00:00:00,Luisa
1665,1665,2005-08-19 00:00:00,Industrial,Alquiler,Lleida,238,2275994,2006-06-15 00:00:00,Joaquín
1666,1666,2005-08-19 00:00:00,Oficina,Alquiler,Lleida,69,442635,2006-06-15 00:00:00,María
1667,1667,2005-08-22 00:00:00,Local,Venta,Barcelona,209,843106,2006-01-24 00:00:00,María
1668,1668,2005-08-22 00:00:00,Oficina,Alquiler,Lleida,103,872204,2005-11-26 00:00:00,María
1669,1669,2005-08-23 00:00:00,Oficina,Alquiler,Girona,203,1933372,2006-01-31 00:00:00,Jesús
1670,1670,2005-08-23 00:00:00,Local,Venta,Tarragona,263,1499889,2006-08-08 00:00:00,Pedro
1671,1671,2005-08-24 00:00:00,Industrial,Venta,Tarragona,236,1707224,2006-02-05 00:00:00,Pedro
1672,1672,2005-08-25 00:00:00,Oficina,Venta,Girona,227,1789214,2005-12-02 00:00:00,Joaquín
1673,1673,2005-08-26 00:00:00,Industrial,Venta,Lleida,223,1509710,2006-01-11 00:00:00,Jesús
1674,1674,2005-08-26 00:00:00,Casa,Venta,Girona,242,2290046,2006-01-24 00:00:00,María
1675,1675,2005-08-26 00:00:00,Piso,Alquiler,Tarragona,216,2045304,2006-04-09 00:00:00,Jesús
1676,1676,2005-08-27 00:00:00,Oficina,Venta,Tarragona,239,2181353,2006-06-15 00:00:00,María
1677,1677,2005-08-27 00:00:00,Industrial,Venta,Lleida,300,2625600,2006-01-08 00:00:00,María
1678,1678,2005-08-27 00:00:00,Oficina,Venta,Lleida,48,474864,2006-02-11 00:00:00,Luisa
1679,1679,2005-08-27 00:00:00,Oficina,Venta,Barcelona,91,663845,2006-04-07 00:00:00,María
1680,1680,2005-08-27 00:00:00,Piso,Alquiler,Lleida,70,615440,2006-04-01 00:00:00,Jesús
1681,1681,2005-08-28 00:00:00,Casa,Venta,Girona,284,1459192,2006-07-02 00:00:00,María
1682,1682,2005-08-28 00:00:00,Casa,Alquiler,Girona,265,1441070,2006-08-04 00:00:00,Jesús
1683,1683,2005-08-28 00:00:00,Suelo,Venta,Tarragona,101,552773,2005-11-28 00:00:00,Luisa
1684,1684,2005-08-28 00:00:00,Industrial,Alquiler,Girona,224,1932448,2006-02-03 00:00:00,Carmen
1685,1685,2005-08-28 00:00:00,Piso,Alquiler,Barcelona,254,1191260,2006-07-27 00:00:00,Pedro
1686,1686,2005-08-28 00:00:00,Piso,Venta,Lleida,97,765815,2006-07-15 00:00:00,María
1687,1687,2005-08-29 00:00:00,Parking,Alquiler,Girona,82,700854,2006-04-22 00:00:00,María
1688,1688,2005-08-29 00:00:00,Piso,Alquiler,Lleida,252,1923516,2006-05-23 00:00:00,Pedro
1689,1689,2005-08-29 00:00:00,Piso,Alquiler,Girona,108,581580,2006-08-04 00:00:00,Carmen
1690,1690,2005-08-30 00:00:00,Parking,Venta,Girona,142,681884,2006-06-12 00:00:00,Carmen
1691,1691,2005-08-30 00:00:00,Casa,Venta,Tarragona,139,785628,2006-01-10 00:00:00,Jesús
1692,1692,2005-08-30 00:00:00,Local,Venta,Lleida,78,391950,2006-03-14 00:00:00,Jesús
1693,1693,2005-08-30 00:00:00,Suelo,Venta,Lleida,233,2171327,2006-01-09 00:00:00,Jesús
1694,1694,2005-08-31 00:00:00,Local,Venta,Girona,275,1826825,2006-05-14 00:00:00,Jesús
1695,1695,2005-08-31 00:00:00,Casa,Alquiler,Girona,248,1234048,2006-02-28 00:00:00,Jesús
1696,1696,2005-08-31 00:00:00,Industrial,Venta,Barcelona,158,1473982,2006-08-29 00:00:00,Carmen
1697,1697,2005-09-01 00:00:00,Industrial,Venta,Girona,116,1143412,2006-07-03 00:00:00,María
1698,1698,2005-09-02 00:00:00,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06 00:00:00,Jesús
1699,1699,2005-09-03 00:00:00,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26 00:00:00,Jesús
1700,1700,2005-09-03 00:00:00,Parking,Venta,Barcelona,163,1150128,2006-03-18 00:00:00,Joaquín
1701,1701,2005-09-03 00:00:00,Piso,Venta,Barcelona,245,1517285,2006-05-07 00:00:00,Luisa
1702,1702,2005-09-04 00:00:00,Industrial,Alquiler,Lleida,198,840312,2006-05-27 00:00:00,Pedro
1703,1703,2005-09-06 00:00:00,Industrial,Venta,Lleida,288,2171520,2006-08-28 00:00:00,Carmen
1704,1704,2005-09-06 00:00:00,Industrial,Venta,Barcelona,161,827057,2006-05-05 00:00:00,María
1705,1705,2005-09-06 00:00:00,Local,Alquiler,Tarragona,170,1429020,2005-12-14 00:00:00,Pedro
1706,1706,2005-09-06 00:00:00,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05 00:00:00,Carmen
1707,1707,2005-09-07 00:00:00,Piso,Alquiler,Tarragona,99,938916,2006-09-04 00:00:00,Pedro
1708,1708,2005-09-07 00:00:00,Casa,Alquiler,Tarragona,205,1762180,2006-05-14 00:00:00,Jesús
1709,1709,2005-09-07 00:00:00,Parking,Alquiler,Barcelona,173,842683,2006-01-30 00:00:00,Joaquín
1710,1710,2005-09-07 00:00:00,Local,Venta,Barcelona,272,2074000,2006-08-14 00:00:00,Joaquín
1711,1711,2005-09-08 00:00:00,Local,Venta,Barcelona,299,1424436,2006-01-17 00:00:00,Carmen
1712,1712,2005-09-08 00:00:00,Parking,Alquiler,Lleida,115,907580,2006-07-11 00:00:00,Carmen
1713,1713,2005-09-09 00:00:00,Piso,Venta,Girona,201,1333434,2006-02-17 00:00:00,María
1714,1714,2005-09-09 00:00:00,Suelo,Venta,Barcelona,129,617652,2006-09-03 00:00:00,Joaquín
1715,1715,2005-09-09 00:00:00,Industrial,Alquiler,Tarragona,100,526800,2006-04-29 00:00:00,Joaquín
1716,1716,2005-09-09 00:00:00,Oficina,Venta,Tarragona,187,1031305,2006-02-17 00:00:00,Joaquín
1717,1717,2005-09-09 00:00:00,Parking,Alquiler,Tarragona,153,824517,2006-05-31 00:00:00,María
1718,1718,2005-09-09 00:00:00,Local,Venta,Barcelona,218,1911424,2006-07-22 00:00:00,Carmen
1719,1719,2005-09-10 00:00:00,Industrial,Venta,Lleida,121,747659,2006-03-08 00:00:00,Pedro
1720,1720,2005-09-10 00:00:00,Local,Venta,Barcelona,254,1668526,2005-12-29 00:00:00,Carmen
1721,1721,2005-09-10 00:00:00,Oficina,Alquiler,Lleida,173,994750,2006-09-02 00:00:00,Joaquín
1722,1722,2005-09-10 00:00:00,Piso,Alquiler,Tarragona,250,2478000,2006-04-27 00:00:00,Carmen
1723,1723,2005-09-10 00:00:00,Oficina,Alquiler,Lleida,142,1201462,2006-08-06 00:00:00,Jesús
1724,1724,2005-09-10 00:00:00,Parking,Venta,Tarragona,270,1798470,2006-03-02 00:00:00,Joaquín
1725,1725,2005-09-11 00:00:00,Local,Alquiler,Barcelona,145,943805,2006-05-17 00:00:00,Luisa
1726,1726,2005-09-11 00:00:00,Oficina,Alquiler,Lleida,194,1931658,2005-12-14 00:00:00,Jesús
1727,1727,2005-09-11 00:00:00,Industrial,Venta,Tarragona,271,2028164,2006-01-07 00:00:00,María
1728,1728,2005-09-11 00:00:00,Piso,Alquiler,Tarragona,240,1602720,2006-06-03 00:00:00,Joaquín
1729,1729,2005-09-11 00:00:00,Suelo,Venta,Tarragona,185,1230990,2006-05-19 00:00:00,Jesús
1730,1730,2005-09-12 00:00:00,Oficina,Venta,Tarragona,194,1490114,2005-12-18 00:00:00,Luisa
1731,1731,2005-09-12 00:00:00,Parking,Venta,Tarragona,223,2143922,2006-04-20 00:00:00,Jesús
1732,1732,2005-09-12 00:00:00,Oficina,Venta,Barcelona,66,415866,2006-07-19 00:00:00,María
1733,1733,2005-09-13 00:00:00,Industrial,Venta,Barcelona,140,864080,2006-02-08 00:00:00,Carmen
1734,1734,2005-09-13 00:00:00,Oficina,Alquiler,Barcelona,223,974956,2006-07-23 00:00:00,Luisa
1735,1735,2005-09-14 00:00:00,Parking,Alquiler,Girona,258,1430352,2006-01-14 00:00:00,María
1736,1736,2005-09-14 00:00:00,Industrial,Alquiler,Tarragona,176,1043856,2006-05-25 00:00:00,Jesús
1737,1737,2005-09-14 00:00:00,Piso,Venta,Barcelona,94,707914,2006-05-07 00:00:00,Jesús
1738,1738,2005-09-14 00:00:00,Casa,Alquiler,Tarragona,153,948600,2006-03-30 00:00:00,Jesús
1739,1739,2005-09-16 00:00:00,Local,Alquiler,Girona,91,838292,2006-04-16 00:00:00,Pedro
1740,1740,2005-09-16 00:00:00,Local,Venta,Tarragona,145,598705,2005-12-17 00:00:00,María
1741,1741,2005-09-16 00:00:00,Oficina,Venta,Tarragona,79,441373,2006-02-02 00:00:00,Carmen
